taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
9989564	4cec8fef-f129-4966-89b7-4f8439aba058	1339658			BOLD:AAK6357						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
10257441	4cec8fef-f129-4966-89b7-4f8439aba058	5039606			BOLD:ACG7192						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Biastes
10543733	4cec8fef-f129-4966-89b7-4f8439aba058	1339662			BOLD:AAX3458						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
9904047	4cec8fef-f129-4966-89b7-4f8439aba058	1339656			BOLD:AAX3454						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
10147634	4cec8fef-f129-4966-89b7-4f8439aba058	1339659			BOLD:AAX3455						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
9131089	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1339660			Macrogalea candida candida		Macrogalea candida candida	Macrogalea	candida	candida	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
7540665	da38f103-4410-43d1-b716-ea6b1b92bbac	1339660			Macrogalea candida otaviensis Cockerell	Cockerell	Macrogalea candida otaviensis	Macrogalea	candida	otaviensis	subspecies		Cockerell, T.D.A. 1936. Descriptions and records of bees.—CLII. Annals and Magazine of Natural History 17 (ser. 10): 24-31	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
10298663	4cec8fef-f129-4966-89b7-4f8439aba058	1339660			BOLD:ACH9923						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
10384496	4cec8fef-f129-4966-89b7-4f8439aba058	1339660			BOLD:AAF5706						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
10707480	4cec8fef-f129-4966-89b7-4f8439aba058	1339663			BOLD:AED1382						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Macrogalea
10816362	4cec8fef-f129-4966-89b7-4f8439aba058	1344927			BOLD:AED5080						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Coelioxoides
10018686	4cec8fef-f129-4966-89b7-4f8439aba058	1340157			BOLD:ABU6923						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Caenonomada
10815829	4cec8fef-f129-4966-89b7-4f8439aba058	1340157			BOLD:AED3521						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Caenonomada
10659149	4cec8fef-f129-4966-89b7-4f8439aba058	1340158			BOLD:AAJ8638						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Caenonomada
9995996	4cec8fef-f129-4966-89b7-4f8439aba058	1340688			BOLD:AAY4060						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Alloscirtetica
10025434	4cec8fef-f129-4966-89b7-4f8439aba058	1340156			BOLD:ABA8421						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Caenonomada
10636308	4cec8fef-f129-4966-89b7-4f8439aba058	1340693			BOLD:AAJ3478						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Alloscirtetica
10048203	4cec8fef-f129-4966-89b7-4f8439aba058	1340712			BOLD:AAW1765						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Alloscirtetica
7216146	7ddf754f-d193-4cc9-b351-99906754a03b	1340791			Holcopasites calliopsidis calliopsidis	(Linsley, 1943)	Holcopasites calliopsidis calliopsidis	Holcopasites	calliopsidis	calliopsidis	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Holcopasites
10476263	4cec8fef-f129-4966-89b7-4f8439aba058	1340791			BOLD:AAE5391						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Holcopasites
6252733	7ddf754f-d193-4cc9-b351-99906754a03b	1340791			Holcopasites calliopsidis carinatus (Linsley, 1943)	(Linsley, 1943)	Holcopasites calliopsidis carinatus	Holcopasites	calliopsidis	carinatus	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Holcopasites
9889901	4cec8fef-f129-4966-89b7-4f8439aba058	1340786			BOLD:AAK6011						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Holcopasites
9837228	4cec8fef-f129-4966-89b7-4f8439aba058	1340783			BOLD:AAI8222						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Holcopasites
10207249	4cec8fef-f129-4966-89b7-4f8439aba058	1340790			BOLD:AAI8224						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Holcopasites
10452093	4cec8fef-f129-4966-89b7-4f8439aba058	1340785			BOLD:AAF0725						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Holcopasites
10341448	4cec8fef-f129-4966-89b7-4f8439aba058	1344627			BOLD:AAY4594						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Exoneura
11702692	4cec8fef-f129-4966-89b7-4f8439aba058	1344651			BOLD:AEC3975						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Exoneura
10238914	4cec8fef-f129-4966-89b7-4f8439aba058	1342264			BOLD:AAD6766						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
11510688	4cec8fef-f129-4966-89b7-4f8439aba058	1342099			BOLD:AEC3123						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
9898479	4cec8fef-f129-4966-89b7-4f8439aba058	1342184			BOLD:AAJ9206						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10538094	4cec8fef-f129-4966-89b7-4f8439aba058	1342051			BOLD:ACB7617						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10483863	4cec8fef-f129-4966-89b7-4f8439aba058	1342524			BOLD:AAC5337						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7216131	7ddf754f-d193-4cc9-b351-99906754a03b	1342529			Xylocopa fimbriata fimbriata	Fabricius, 1804	Xylocopa fimbriata fimbriata	Xylocopa	fimbriata	fimbriata	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
9902059	4cec8fef-f129-4966-89b7-4f8439aba058	1342529			BOLD:AAH9503						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252727	7ddf754f-d193-4cc9-b351-99906754a03b	1342529			Xylocopa fimbriata motaguensis Cockerell, 1912	Cockerell, 1912	Xylocopa fimbriata motaguensis	Xylocopa	fimbriata	motaguensis	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7216134	7ddf754f-d193-4cc9-b351-99906754a03b	1342461			Xylocopa calens calens	Lepeletier, 1841	Xylocopa calens calens	Xylocopa	calens	calens	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252716	7ddf754f-d193-4cc9-b351-99906754a03b	1342461			Xylocopa calens malagassa de Saussure, 1890	de Saussure, 1890	Xylocopa calens malagassa	Xylocopa	calens	malagassa	subspecies		Cockerell, T.D.A. 1919. Bees in the Collection of the United States National Museum.—3. Proceedings of the United States National Museum, Washington 55: 167-221	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252717	7ddf754f-d193-4cc9-b351-99906754a03b	1342461			Xylocopa calens atripyga Strand, 1911	Strand, 1911	Xylocopa calens atripyga	Xylocopa	calens	atripyga	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
9937684	4cec8fef-f129-4966-89b7-4f8439aba058	1342482			BOLD:ACL1046						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252718	7ddf754f-d193-4cc9-b351-99906754a03b	1342482			Xylocopa caffra caffra	(Linnaeus, 1767)	Xylocopa caffra caffra	Xylocopa	caffra	caffra	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10577457	4cec8fef-f129-4966-89b7-4f8439aba058	1342482			BOLD:ACF3816						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252719	7ddf754f-d193-4cc9-b351-99906754a03b	1342482			Xylocopa caffra seychellensis (Cockerell, 1922)	(Cockerell, 1922)	Xylocopa caffra seychellensis	Xylocopa	caffra	seychellensis	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
8354684	da38f103-4410-43d1-b716-ea6b1b92bbac	1342082			Xylocopa nigrita vertexalbula Vicidomini	Vicidomini	Xylocopa nigrita vertexalbula	Xylocopa	nigrita	vertexalbula	subspecies		Vicidomini, S. 2003. Systematics and distibution of Xylocopini (Hymenoptera, Apidae, Xylocopinae) new and rare records for Africa (part III) and description of two new taxa. Atti Museo Civico di Zoologia di Trieste 50: 267-283	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
9956026	4cec8fef-f129-4966-89b7-4f8439aba058	1342082			BOLD:AAJ9227						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7383305	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342082			Xylocopa nigrita nigrita		Xylocopa nigrita nigrita	Xylocopa	nigrita	nigrita	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12265531	4cec8fef-f129-4966-89b7-4f8439aba058	1342519			BOLD:AEN0237						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6137735	da38f103-4410-43d1-b716-ea6b1b92bbac	1342314			Xylocopa flavobicincta uluguruna Enderlein	Enderlein	Xylocopa flavobicincta uluguruna	Xylocopa	flavobicincta	uluguruna	subspecies		Enderlein, G. 1903. Neue und weniger bekannte afrikanische Xylocopen, besonders aus der Ausbeute des Freiherrn von Erlanger in Galla und Somali. Berliner Entomologische Zeitschrift 48: 45-64	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252681	7ddf754f-d193-4cc9-b351-99906754a03b	1342314			Xylocopa scioensis scioensis	Gribodo, 1884	Xylocopa scioensis scioensis	Xylocopa	scioensis	scioensis	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252682	7ddf754f-d193-4cc9-b351-99906754a03b	1342314			Xylocopa scioensis uluguruna Enderlein, 1903	Enderlein, 1903	Xylocopa scioensis uluguruna	Xylocopa	scioensis	uluguruna	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12252160	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342314			Xylocopa flavobicincta flavobicincta		Xylocopa flavobicincta flavobicincta	Xylocopa	flavobicincta	flavobicincta	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252729	7ddf754f-d193-4cc9-b351-99906754a03b	1342066			Xylocopa brasilianorum sonorina Smith, 1874	Smith, 1874	Xylocopa brasilianorum sonorina	Xylocopa	brasilianorum	sonorina	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7046594	7ddf754f-d193-4cc9-b351-99906754a03b	1342066			Xylocopa brasilianorum brasilianorum	(Linnaeus, 1767)	Xylocopa brasilianorum brasilianorum	Xylocopa	brasilianorum	brasilianorum	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10145663	4cec8fef-f129-4966-89b7-4f8439aba058	1342273			BOLD:AAF1643						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252710	7ddf754f-d193-4cc9-b351-99906754a03b	1342235			Xylocopa modesta miniata Friese, 1922	Friese, 1922	Xylocopa modesta miniata	Xylocopa	modesta	miniata	subspecies		Friese, H. 1921. Ergebnisse der Zweiten Deutschen Zentral-Afrika-Expedition 1910-1911, Apidae. Hamburgische Wissenschaftliche Zeitung 1: 1091-1112	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7216132	7ddf754f-d193-4cc9-b351-99906754a03b	1342235			Xylocopa modesta modesta	Smith, 1854	Xylocopa modesta modesta	Xylocopa	modesta	modesta	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252709	7ddf754f-d193-4cc9-b351-99906754a03b	1342235			Xylocopa modesta denasata Strand, 1911	Strand, 1911	Xylocopa modesta denasata	Xylocopa	modesta	denasata	subspecies		Strand, E. 1911. Faunistische und systematische Notizen über afrikanische Bienen. Wiener Entomologische Zeitung 30: 135-159	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10236355	4cec8fef-f129-4966-89b7-4f8439aba058	1342233			BOLD:AAE4671						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12189690	da38f103-4410-43d1-b716-ea6b1b92bbac	1342180			Mesotrichia varipes var. atritarsis Cockerell	Cockerell	Mesotrichia varipes atritarsis	Mesotrichia	varipes	atritarsis	variety		Cockerell, T.D.A. 1930. African bees of the family Xylocopidae principally from Liberia and the Belgian Congo. Revue de Zoologie et de Botanique Africaines 18: 294-306	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6137774	da38f103-4410-43d1-b716-ea6b1b92bbac	1342180			Xylocopa varipes parva Enderlein	Enderlein	Xylocopa varipes parva	Xylocopa	varipes	parva	subspecies		Enderlein, G. 1903. Neue und weniger bekannte afrikanische Xylocopen, besonders aus der Ausbeute des Freiherrn von Erlanger in Galla und Somali. Berliner Entomologische Zeitschrift 48: 45-64	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7347809	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342180			Xylocopa varipes varipes		Xylocopa varipes varipes	Xylocopa	varipes	varipes	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
8025454	da38f103-4410-43d1-b716-ea6b1b92bbac	1342180			Xylocopa varipes melanotrichia Strand	Strand	Xylocopa varipes melanotrichia	Xylocopa	varipes	melanotrichia	subspecies		Strand, E. 1914. Ueber einige afrikanische Bienen des Deutschen Entomologischen Museums. Archiv für Naturgeschichte A80: 61-67	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12178693	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342180			Mesotrichia varipes var. varipes		Mesotrichia varipes varipes	Mesotrichia	varipes	varipes	variety			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6137773	da38f103-4410-43d1-b716-ea6b1b92bbac	1342180			Xylocopa varipes perfusca Cockerell	Cockerell	Xylocopa varipes perfusca	Xylocopa	varipes	perfusca	subspecies		Cockerell, T.D.A. 1930. African bees of the family Xylocopidae principally from Liberia and the Belgian Congo. Revue de Zoologie et de Botanique Africaines 18: 294-306	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
11477901	4cec8fef-f129-4966-89b7-4f8439aba058	1342260			BOLD:AEC2189						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
9991584	4cec8fef-f129-4966-89b7-4f8439aba058	1342072			BOLD:AAC3413						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10142045	4cec8fef-f129-4966-89b7-4f8439aba058	1342422			BOLD:ACF3446						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7762755	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342289			Xylocopa fenestrata fenestrata		Xylocopa fenestrata fenestrata	Xylocopa	fenestrata	fenestrata	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
8285134	da38f103-4410-43d1-b716-ea6b1b92bbac	1342289			Xylocopa fenestrata mauritii Maa	Maa	Xylocopa fenestrata mauritii	Xylocopa	fenestrata	mauritii	subspecies		Maa, T.-c. 1970. A revision of the subgenus Ctenoxylocopa (Hymenoptera: Anthophoridae). Pacific Insects 12: 723-752	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12248238	4cec8fef-f129-4966-89b7-4f8439aba058	1342454			BOLD:AEO0888						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7216130	7ddf754f-d193-4cc9-b351-99906754a03b	1342244			Xylocopa flavorufa flavorufa	(DeGeer, 1778)	Xylocopa flavorufa flavorufa	Xylocopa	flavorufa	flavorufa	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252691	7ddf754f-d193-4cc9-b351-99906754a03b	1342244			Xylocopa flavorufa harrarensis Vachal, 1922	Vachal, 1922	Xylocopa flavorufa harrarensis	Xylocopa	flavorufa	harrarensis	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10235325	4cec8fef-f129-4966-89b7-4f8439aba058	1342244			BOLD:AAF9677						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252692	7ddf754f-d193-4cc9-b351-99906754a03b	1342244			Xylocopa flavorufa kristenseni Friese, 1911	Friese, 1911	Xylocopa flavorufa kristenseni	Xylocopa	flavorufa	kristenseni	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
11662678	4cec8fef-f129-4966-89b7-4f8439aba058	1342160			BOLD:AEC1960						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7216133	7ddf754f-d193-4cc9-b351-99906754a03b	1342170			Xylocopa praeusta praeusta	Smith, 1854	Xylocopa praeusta praeusta	Xylocopa	praeusta	praeusta	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10181246	4cec8fef-f129-4966-89b7-4f8439aba058	1342257			BOLD:AAH9494						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252712	7ddf754f-d193-4cc9-b351-99906754a03b	1342170		6137764	Xylocopa praeusta liberiensis (Cockerell, 1930)	(Cockerell, 1930)	Xylocopa praeusta liberiensis	Xylocopa	praeusta	liberiensis	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7216135	7ddf754f-d193-4cc9-b351-99906754a03b	1342418			Xylocopa imitator imitator	Smith, 1854	Xylocopa imitator imitator	Xylocopa	imitator	imitator	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252725	7ddf754f-d193-4cc9-b351-99906754a03b	1342418			Xylocopa imitator nigriceps Friese, 1903	Friese, 1903	Xylocopa imitator nigriceps	Xylocopa	imitator	nigriceps	subspecies		Friese, H. 1903. Neue Arten der Bienengattung Xylocopa Latr. aus der neotropischen und orientalischen Region (Hym.). Zeitschrift für Systematische Hymenopterologie und Dipterologie 3: 202-208	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10296671	4cec8fef-f129-4966-89b7-4f8439aba058	1342416			BOLD:AAH9496						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
11652941	4cec8fef-f129-4966-89b7-4f8439aba058	1342416			BOLD:AEG6547						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
9937877	4cec8fef-f129-4966-89b7-4f8439aba058	1342515			BOLD:AAM0041						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7735305	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342408			Xylocopa capitata capitata		Xylocopa capitata capitata	Xylocopa	capitata	capitata	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
8333153	da38f103-4410-43d1-b716-ea6b1b92bbac	1342408			Xylocopa capitata khuzibiegensis Vicidomini	Vicidomini	Xylocopa capitata khuzibiegensis	Xylocopa	capitata	khuzibiegensis	subspecies		Vicidomini, S. 2003. Systematics and distibution of Xylocopini (Hymenoptera, Apidae, Xylocopinae) new and rare records for Africa (part III) and description of two new taxa. Atti Museo Civico di Zoologia di Trieste 50: 267-283	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10596013	4cec8fef-f129-4966-89b7-4f8439aba058	1342442			BOLD:AAH9492						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10541711	4cec8fef-f129-4966-89b7-4f8439aba058	1342452			BOLD:AAE4224						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10599632	4cec8fef-f129-4966-89b7-4f8439aba058	1342426			BOLD:AAE4328						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
9959645	4cec8fef-f129-4966-89b7-4f8439aba058	1342426			BOLD:AAE4329						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252679	7ddf754f-d193-4cc9-b351-99906754a03b	1342291			Xylocopa senior tricuspis Maidl, 1912	Maidl, 1912	Xylocopa senior tricuspis	Xylocopa	senior	tricuspis	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252678	7ddf754f-d193-4cc9-b351-99906754a03b	1342291			Xylocopa senior albopleuralis Friese, 1922	Friese, 1922	Xylocopa senior albopleuralis	Xylocopa	senior	albopleuralis	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252677	7ddf754f-d193-4cc9-b351-99906754a03b	1342291			Xylocopa senior clitelligera Friese, 1922	Friese, 1922	Xylocopa senior clitelligera	Xylocopa	senior	clitelligera	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252680	7ddf754f-d193-4cc9-b351-99906754a03b	1342291			Xylocopa senior media Vachal, 1910	Vachal, 1910	Xylocopa senior media	Xylocopa	senior	media	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7216137	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342291			Xylocopa senior senior		Xylocopa senior senior	Xylocopa	senior	senior	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
11536183	4cec8fef-f129-4966-89b7-4f8439aba058	1342291			BOLD:ADQ9729						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10266176	4cec8fef-f129-4966-89b7-4f8439aba058	1342400			BOLD:AAY7605						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252694	7ddf754f-d193-4cc9-b351-99906754a03b	1342298			Xylocopa varians ecuadorica Cockerell, 1909	Cockerell, 1909	Xylocopa varians ecuadorica	Xylocopa	varians	ecuadorica	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252693	7ddf754f-d193-4cc9-b351-99906754a03b	1342298			Xylocopa varians varians	Smith, 1874	Xylocopa varians varians	Xylocopa	varians	varians	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10106482	4cec8fef-f129-4966-89b7-4f8439aba058	1342479			BOLD:ACE3724						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
7216138	7ddf754f-d193-4cc9-b351-99906754a03b	1342468			Xylocopa amethystina amethystina	(Fabricius, 1793)	Xylocopa amethystina amethystina	Xylocopa	amethystina	amethystina	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6252707	7ddf754f-d193-4cc9-b351-99906754a03b	1342468			Xylocopa amethystina phanerocephala Cockerell, 1920	Cockerell, 1920	Xylocopa amethystina phanerocephala	Xylocopa	amethystina	phanerocephala	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
10332250	4cec8fef-f129-4966-89b7-4f8439aba058	1342518			BOLD:AAZ3390						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12254957	4cec8fef-f129-4966-89b7-4f8439aba058	1342518			BOLD:AEV6281						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
11522515	4cec8fef-f129-4966-89b7-4f8439aba058	1342411			BOLD:AEH7568						unranked			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6137632	da38f103-4410-43d1-b716-ea6b1b92bbac	1342443			Xylocopa carinata fulvopilosa Friese	Friese	Xylocopa carinata fulvopilosa	Xylocopa	carinata	fulvopilosa	subspecies		Friese, H. 1909. Die Bienen Afrikas nach dem Stande unserer heutigen Kenntnisse. In: Schultze, L. Zoologische und Anthropologische Ergebnisse einer Forschungsreise im westlichen und zentralen Südafrika ausgeführt in den Jahren 1903-1905, Band 2. Denkschriften der Medizinisch-naturwissenschaftlichen Gesellschaft zu Jena 14: 83-476	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6137614	da38f103-4410-43d1-b716-ea6b1b92bbac	1342443			Xylocopa carinata barombiana Strand	Strand	Xylocopa carinata barombiana	Xylocopa	carinata	barombiana	subspecies		Strand, E. 1911. Faunistische und systematische Notizen über afrikanische Bienen. Wiener Entomologische Zeitung 30: 135-159	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6137623	da38f103-4410-43d1-b716-ea6b1b92bbac	1342443			Xylocopa carinata usambarensis Strand	Strand	Xylocopa carinata usambarensis	Xylocopa	carinata	usambarensis	subspecies		Strand, E. 1911. Faunistische und systematische Notizen über afrikanische Bienen. Wiener Entomologische Zeitung 30: 135-159	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12218861	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342443			Xylocopa producta producta		Xylocopa producta producta	Xylocopa	producta	producta	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
6137627	da38f103-4410-43d1-b716-ea6b1b92bbac	1342443			Xylocopa producta aurantia Cockerell	Cockerell	Xylocopa producta aurantia	Xylocopa	producta	aurantia	subspecies		Cockerell, T.D.A. 1930. African bees of the family Xylocopidae principally from Liberia and the Belgian Congo. Revue de Zoologie et de Botanique Africaines 18: 294-306	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12173241	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342443			Xylocopa carinata carinata		Xylocopa carinata carinata	Xylocopa	carinata	carinata	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
12241516	d7dddbf4-2cf0-4f39-9b2a-bb099caae36c	1342443			Xylocopa tarsata tarsata		Xylocopa tarsata tarsata	Xylocopa	tarsata	tarsata	subspecies			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Xylocopa
