taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
5040264	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora tridentella Priesner, 1957	Priesner, 1957	Anthophora tridentella	Anthophora	tridentella		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040315	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora tetradonta Cockerell, 1933	Cockerell, 1933	Anthophora tetradonta	Anthophora	tetradonta		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040389	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora fuliginosa Morawitz, 1894	Morawitz, 1894	Anthophora fuliginosa	Anthophora	fuliginosa		species		Morawitz, F. (1894). Supplement Zur Bienenfauna Turkestans. Horae Societatis Entomologicae Rossicae, Vol. 28.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040131	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora microrhina Wu, 2000	Wu, 2000	Anthophora microrhina	Anthophora	microrhina		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344350	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora fulvodimidiata Dours, 1869	Dours, 1869	Anthophora fulvodimidiata	Anthophora	fulvodimidiata		species		Dours, Dr. (1869). Monographie Iconographique Du Genre Anthophora Lat. (Extrait Des Mémoires De La Société Linnéenne Du Nord De La France.).	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040249	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora patruelis Cockerell, 1931	Cockerell, 1931	Anthophora patruelis	Anthophora	patruelis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040423	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora auone Eardley & Brooks, 1989	Eardley & Brooks, 1989	Anthophora auone	Anthophora	auone		species		Eardley, C.D. and R.W. Brooks. 1989. Entomology Memoir No. 76: The genus Anthophora Latreille in southern Africa (Hymenoptera: Anthophoridae). Entomology Memoir, Department of Agricultural Development, Republic of South Africa : 55 pp.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040121	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora aschabadensis Radoszkowski, 1893	Radoszkowski, 1893	Anthophora aschabadensis	Anthophora	aschabadensis		species		Radoszkowski, O. (1893). Faune hyménoptérologique Transcaspienne. Horae Societatis Entomologicae Rossicae, Vol. 27.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
7718337	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora romandii Lepeletier, 1841	Lepeletier, 1841	Anthophora romandii	Anthophora	romandii		species		Lepeletier de Saint-Fargeau, & Amedée. (1841). Histoire Naturelle Des Insectes. Hyménoptères, Vol. 2.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344135	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora senicula Pérez, 1902	Pérez, 1902	Anthophora senicula	Anthophora	senicula		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040342	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora robbi Cockerell, 1911	Cockerell, 1911	Anthophora robbi	Anthophora	robbi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040353	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora syriaca Friese, 1922	Friese, 1922	Anthophora syriaca	Anthophora	syriaca		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040443	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora croceitarsis Gussakovsky, 1935	Gussakovsky, 1935	Anthophora croceitarsis	Anthophora	croceitarsis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040146	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora bomboides Kirby, 1837	Kirby, 1837	Anthophora bomboides	Anthophora	bomboides		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
9046853	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora illepida Walker, 1871	Walker, 1871	Anthophora illepida	Anthophora	illepida		species		Walker, & Francis. (1871). A List of Hymenoptera Collected by J. K. Lord, Esq. in Egypt, in the Neighbourhood of the Red Sea, and in Arabia: With Descriptions of the New Species.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040163	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora shestakovi Gussakovsky, 1935	Gussakovsky, 1935	Anthophora shestakovi	Anthophora	shestakovi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040436	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora kneuckeri Alfken, 1938	Alfken, 1938	Anthophora kneuckeri	Anthophora	kneuckeri		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040248	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora neglecta Timberlake & Cockerell, 1936	Timberlake & Cockerell, 1936	Anthophora neglecta	Anthophora	neglecta		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040135	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora pretiosa Friese, 1919	Friese, 1919	Anthophora pretiosa	Anthophora	pretiosa		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040168	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora atrata Cresson, 1865	Cresson, 1865	Anthophora atrata	Anthophora	atrata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040413	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora qinghaiensis Wu, 2000	Wu, 2000	Anthophora qinghaiensis	Anthophora	qinghaiensis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040351	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora gemella Morawitz, 1879	Morawitz, 1879	Anthophora gemella	Anthophora	gemella		species		Morawitz, F. (1879). Nachtrag zur Bienenfauna Caucasiens. Horae Societatis Entomologicae Rossicae, Vol. 14.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040362	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora occidentalis Cresson, 1869	Cresson, 1869	Anthophora occidentalis	Anthophora	occidentalis		species		Cresson, E. T. (1869). A list of the North American species of the genus Anthophora, with descriptions of new species. Transactions of the American Entomological Society, Vol. 2.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
8807858	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora lutescens Walker, 1871	Walker, 1871	Anthophora lutescens	Anthophora	lutescens		species		Walker, & Francis. (1871). A List of Hymenoptera Collected by J. K. Lord, Esq. in Egypt, in the Neighbourhood of the Red Sea, and in Arabia: With Descriptions of the New Species.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040124	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora similis Fedtschenko, 1875	Fedtschenko, 1875	Anthophora similis	Anthophora	similis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040174	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora platti Timberlake, 1951	Timberlake, 1951	Anthophora platti	Anthophora	platti		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040374	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora radoszkowskyi Fedtschenko, 1875	Fedtschenko, 1875	Anthophora radoszkowskyi	Anthophora	radoszkowskyi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040158	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora vestita Smith, 1854	Smith, 1854	Anthophora vestita	Anthophora	vestita		species		Smith, & Frederick. (1854). Catalogue of Hymenopterous Insects in the Collection of the British Museum, Part 2 Apidae.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040140	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora micheneri Brooks, 1988	Brooks, 1988	Anthophora micheneri	Anthophora	micheneri		species		Brooks, Robert W. (1988). Systematics and Phylogeny of the Anthophorine Bees (Hymenoptera: Anthophoridae; Anthophorini). The University of Kansas Science Bulletin, Vol. 53, No. 9.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040303	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora hanseni Morawitz, 1883	Morawitz, 1883	Anthophora hanseni	Anthophora	hanseni		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040171	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora ferreola Cockerell, 1931	Cockerell, 1931	Anthophora ferreola	Anthophora	ferreola		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040359	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora suworzevi Morawitz, 1888	Morawitz, 1888	Anthophora suworzevi	Anthophora	suworzevi		species		Morawitz, F. (1888). Hymenoptera Aculeata Nova. Horae Societatis Entomologicae Rossicae, Vol. 22.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040455	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora flaviscopa Eardley & Brooks, 1989	Eardley & Brooks, 1989	Anthophora flaviscopa	Anthophora	flaviscopa		species		Eardley, C.D. and R.W. Brooks. 1989. Entomology Memoir No. 76: The genus Anthophora Latreille in southern Africa (Hymenoptera: Anthophoridae). Entomology Memoir, Department of Agricultural Development, Republic of South Africa : 55 pp.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040445	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora wegelini Friese, 1914	Friese, 1914	Anthophora wegelini	Anthophora	wegelini		species		Friese, H. (1914). Neue Apiden der palaearktischen Region. Stettiner Entomologische Zeitung, Vol. 75.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040431	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora xanthostoma Cockerell, 1932	Cockerell, 1932	Anthophora xanthostoma	Anthophora	xanthostoma		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040408	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora edwardsii Cresson, 1879	Cresson, 1879	Anthophora edwardsii	Anthophora	edwardsii		species		Cresson, E. T. (1879). Descriptions of New Species of North American Bees. Proceedings of the Academy of Natural Sciences of Philadelphia, Vol. 30.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040156	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora porterae Cockerell, 1900	Cockerell, 1900	Anthophora porterae	Anthophora	porterae		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344430	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora pulverosa Smith, 1854	Smith, 1854	Anthophora pulverosa	Anthophora	pulverosa		species		Smith, & Frederick. (1854). Catalogue of Hymenopterous Insects in the Collection of the British Museum, Part 2 Apidae.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040435	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora urbana Cresson, 1879	Cresson, 1879	Anthophora urbana	Anthophora	urbana		species		Cresson, E. T. (1879). Descriptions of New Species of North American Bees. Proceedings of the Academy of Natural Sciences of Philadelphia, Vol. 30.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040271	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora hegasica Priesner, 1957	Priesner, 1957	Anthophora hegasica	Anthophora	hegasica		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344433	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora atricilla Eversmann, 1846	Eversmann, 1846	Anthophora atricilla	Anthophora	atricilla		species		Eversmann, & Eduardo. (1846). Hymenopterorum Rossicorum Species Novae vel Parum Cognitae, Descript et ex Parte Depictae. Bulletin De La Société Impériale Des Naturalistes De Moscou, Vol. 19, No. 2.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040263	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora braunsiana Friese, 1905	Friese, 1905	Anthophora braunsiana	Anthophora	braunsiana		species		Friese, H. (1905). Neue Anthophora-Arten aus Afrika. (Hym.). Zeitschrift Für Systematische Hymenopterologie Und Dipterologie, Vol. 4.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040287	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora hebeiensis Wu, 2000	Wu, 2000	Anthophora hebeiensis	Anthophora	hebeiensis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040460	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora astragali Morawitz, 1879	Morawitz, 1879	Anthophora astragali	Anthophora	astragali		species		Morawitz, F. (1879). Nachtrag zur Bienenfauna Caucasiens. Horae Societatis Entomologicae Rossicae, Vol. 14.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040213	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora caroli Pérez, 1895	Pérez, 1895	Anthophora caroli	Anthophora	caroli		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040334	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora bifasciata Fedtschenko, 1875	Fedtschenko, 1875	Anthophora bifasciata	Anthophora	bifasciata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040454	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora cockerelli Timberlake, 1937	Timberlake, 1937	Anthophora cockerelli	Anthophora	cockerelli		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040376	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora raddei Morawitz, 1876	Morawitz, 1876	Anthophora raddei	Anthophora	raddei		species		Morawitz, F. (1876). Zur Bienenfauna der Caucasusländer. Horae Societatis Entomologicae Rossicae, Vol. 12, No. 1.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040360	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora albella Gussakovsky, 1935	Gussakovsky, 1935	Anthophora albella	Anthophora	albella		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344229	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora alluaudi Pérez, 1902	Pérez, 1902	Anthophora alluaudi	Anthophora	alluaudi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040234	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora mangkamensis Wu, 1982	Wu, 1982	Anthophora mangkamensis	Anthophora	mangkamensis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040284	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora erschowi Fedtschenko, 1875	Fedtschenko, 1875	Anthophora erschowi	Anthophora	erschowi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040143	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora clavitarsa Wu, 1990	Wu, 1990	Anthophora clavitarsa	Anthophora	clavitarsa		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040220	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora matopensis Cockerell, 1933	Cockerell, 1933	Anthophora matopensis	Anthophora	matopensis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040299	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora loczyi Mocsáry, 1892	Mocsáry, 1892	Anthophora loczyi	Anthophora	loczyi		species		Mocsáry, & Alexander. (1892). Hymenoptera in Expeditione Comitis Belae Szechenyi in China et Tibet a Dom. G. Kreitner et L. Lóczy Anno 1879 Collecta. Természetrajzi Füzetek, Vol. 15, Booklet 3.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040291	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora rufovestita Cockerell, 1946	Cockerell, 1946	Anthophora rufovestita	Anthophora	rufovestita		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344373	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora laevigata Spinola, 1808	Spinola, 1808	Anthophora laevigata	Anthophora	laevigata		species		Spinola, & Maximilianus. (1808). Insectorum Liguriae, Species Novae Aut Rariores, Quas in Agro Ligustico Nuper Detexit, Descripsit, Et Iconibus Illustravit, Vol. 2, No. 2.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
8697119	c33ce2f2-c3cc-43a5-a380-fe4526d63650	1337506			Anthophora melfordi Cockerell, 1908	Cockerell, 1908	Anthophora melfordi	Anthophora	melfordi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040437	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora wuae Brooks, 1988	Brooks, 1988	Anthophora wuae	Anthophora	wuae		species		Brooks, Robert W. (1988). Systematics and Phylogeny of the Anthophorine Bees (Hymenoptera: Anthophoridae; Anthophorini). The University of Kansas Science Bulletin, Vol. 53, No. 9.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040404	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora kristenseni Friese, 1915	Friese, 1915	Anthophora kristenseni	Anthophora	kristenseni		species		Eardley, C.D. and R.P. Urban. 2010. Catalogue of Afrotropical bees (Hymenoptera: Apoidea: Apiformes). Zootaxa 2455: 1-548	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040396	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora erythrothorax Michener, 1936	Michener, 1936	Anthophora erythrothorax	Anthophora	erythrothorax		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040410	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora stilobia Wu, 2000	Wu, 2000	Anthophora stilobia	Anthophora	stilobia		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
10723636	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora tecta Smith, 1854	Smith, 1854	Anthophora tecta	Anthophora	tecta		species		Smith, & Frederick. (1854). Catalogue of Hymenopterous Insects in the Collection of the British Museum, Part 2 Apidae.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040449	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora soikai Benoist, 1961	Benoist, 1961	Anthophora soikai	Anthophora	soikai		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040352	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora nigrociliata Pérez, 1895	Pérez, 1895	Anthophora nigrociliata	Anthophora	nigrociliata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040335	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora nurrana Cockerell, 1931	Cockerell, 1931	Anthophora nurrana	Anthophora	nurrana		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040472	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora walteri Gonzalez, 2004	Gonzalez, 2004	Anthophora walteri	Anthophora	walteri		species		Gonzalez, Victor H., and Francis Chavez. (2004). Nesting Biology of a New High Andean Bee, Anthophora walteri Gonzalez (Hymentopera: Apidae: Anthophorini). Journal of the Kansas Entomological Society, Vol. 77, No. 4.	accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040442	7ddf754f-d193-4cc9-b351-99906754a03b	1337506			Anthophora abramowi Fedtschenko, 1875	Fedtschenko, 1875	Anthophora abramowi	Anthophora	abramowi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344054	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		8956864	Anthophora ireos (Pallas, 1773)	(Pallas, 1773)	Anthophora ireos	Anthophora	ireos		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
8978611	90d9e8a6-0ce1-472d-b682-3451095dbc5a	1337506		8828287	Anthophora lieftinctki (Tkalcu, 1994)	(Tkalcu, 1994)	Anthophora lieftinctki	Anthophora	lieftinctki		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344115	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		9069130	Anthophora femorata (Olivier, 1789)	(Olivier, 1789)	Anthophora femorata	Anthophora	femorata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344295	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		8900478	Anthophora robusta (Klug, 1845)	(Klug, 1845)	Anthophora robusta	Anthophora	robusta		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040153	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		10914596	Anthophora vidua (Klug, 1845)	(Klug, 1845)	Anthophora vidua	Anthophora	vidua		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040189	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		10977042	Anthophora sergia (Nurse, 1904)	(Nurse, 1904)	Anthophora sergia	Anthophora	sergia		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344203	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		9073029	Anthophora orotavae (Saunders, 1904)	(Saunders, 1904)	Anthophora orotavae	Anthophora	orotavae		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344198	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		9109621	Anthophora alternans (Klug, 1845)	(Klug, 1845)	Anthophora alternans	Anthophora	alternans		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344393	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		8761944	Anthophora quadricolor (Erichson, 1840)	(Erichson, 1840)	Anthophora quadricolor	Anthophora	quadricolor		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5039601	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		1339956	Anthophora socia (Klug, 1845)	(Klug, 1845)	Anthophora socia	Anthophora	socia		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040450	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		11062500	Anthophora tricolor (Fabricius, 1775)	(Fabricius, 1775)	Anthophora tricolor	Anthophora	tricolor		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344337	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		9169493	Anthophora retusa (Linnaeus, 1758)	(Linnaeus, 1758)	Anthophora retusa	Anthophora	retusa		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040329	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		10986668	Anthophora tenella (Klug, 1845)	(Klug, 1845)	Anthophora tenella	Anthophora	tenella		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040397	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		11107330	Anthophora balassogloi (Radoszkowski, 1876)	(Radoszkowski, 1876)	Anthophora balassogloi	Anthophora	balassogloi		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040407	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		10947788	Anthophora xizangensis (Wu, 1988)	(Wu, 1988)	Anthophora xizangensis	Anthophora	xizangensis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040192	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		10974488	Anthophora humilis (Spinola, 1838)	(Spinola, 1838)	Anthophora humilis	Anthophora	humilis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344362	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		8741674	Anthophora quadrimaculata (Panzer, 1798)	(Panzer, 1798)	Anthophora quadrimaculata	Anthophora	quadrimaculata		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040439	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		11083956	Anthophora flavonigra (Wu, 1988)	(Wu, 1988)	Anthophora flavonigra	Anthophora	flavonigra		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344374	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		8921990	Anthophora balearica (Friese, 1896)	(Friese, 1896)	Anthophora balearica	Anthophora	balearica		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040384	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		11065163	Anthophora subaequa (Kohl, 1905)	(Kohl, 1905)	Anthophora subaequa	Anthophora	subaequa		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040414	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		10911199	Anthophora xinjiangensis (Wu, 1985)	(Wu, 1985)	Anthophora xinjiangensis	Anthophora	xinjiangensis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040293	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		10963970	Anthophora bogutensis (Mariskovskaya, 1976)	(Mariskovskaya, 1976)	Anthophora bogutensis	Anthophora	bogutensis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040184	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		11038919	Anthophora cincreus (Friese, 1896)	(Friese, 1896)	Anthophora cincreus	Anthophora	cincreus		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
5040194	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		10908874	Anthophora valga (Klug, 1845)	(Klug, 1845)	Anthophora valga	Anthophora	valga		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
1344360	7ddf754f-d193-4cc9-b351-99906754a03b	1337506		9207025	Anthophora aestivalis (Panzer, 1801)	(Panzer, 1801)	Anthophora aestivalis	Anthophora	aestivalis		species			accepted			Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Anthophora
